x_i_IGM,y_i_IGM,u_x_i_IGM,u_y_i_IGM,gamma_i_IGM,E_x_i_IGM,E_y_i_IGM,B_z_i_IGM
0.5229830714985948,-2.0577806307459725,-1040.3909486174032,-497.99298561753886,1153.4345840529015,-3.2424153244576637,1.7398231086303393,1.3460554660022368
2.771929572213057,-2.5375520070228608,-1285.400604070561,-104.39620171697601,1289.6333897189136,-3.3340145283521716,-1.7694807748340804,0.6666298724722611
5.659276138721377,4.393824302232469,-562.6459897355988,-933.2857601188161,1089.7677825142878,-1.3853199814796318,-5.132633664529318,-0.2275972776101605
4.796821804310659,4.686224937659155,-399.88726525590846,-822.5020047612588,914.5602072855233,-0.5010786497193778,-6.070369039187046,-1.2207507364269856
3.233457670075148,-3.8049169259894695,-1298.0043264131841,-767.6075393386609,1507.991235331591,-1.218629404202389,-3.0880156832423284,-0.0789006396480829
0.005395356990838783,-1.672847765808368,-565.5354531993539,426.86280353223276,708.5500701184047,-2.289091060949194,3.1862258531041494,0.5160464173838237
2.1459969005466943,-4.528350581843387,-370.22675363756605,-437.15222713671676,572.8620416815925,-1.339489901878322,-3.740604157740223,0.31224308934745654
4.927260815264839,-4.5496068562062835,-553.355664254251,-598.0517193790499,814.7817807330384,-0.017433229280722447,-5.24249854898256,-0.14877239102289033
0.05219236506446176,-4.978013908853421,-519.6895271079408,-319.92004520509835,610.2680066247184,-1.0638491018361964,-2.5044580419357243,0.9993571629461823
3.15778184009908,-2.504215574449884,-1447.1617200830158,-119.7791991734529,1452.1105676319096,-4.183520607372898,-1.5201517093352557,0.5678714283815037
2.800749640957143,-2.5646284461614037,-1309.8052189872178,-80.30681839965975,1312.2651777623414,-2.9299555356848574,-1.8886921784238047,0.5570663069815684
4.367814754220338,-2.6407318640762623,-1665.1221665192218,-162.35838776534553,1673.0191497742721,-3.28372537878064,-2.7980996017498723,-0.6064653789174643
3.5011263803937185,-2.717166186273029,-1266.75880815463,-261.167988417189,1293.401560309566,-2.230421279799977,-2.566045275555139,-0.6815683246822803
3.2529047980494794,-2.589873747096127,-1427.6033302500934,-131.3598967206239,1433.6344342291763,-2.9149523683204004,-2.212921354464946,0.11528716082054068
0.7067554767749723,-2.3102412267435883,-858.5839425770171,153.9195265766169,872.2720946543369,-3.0146841961004656,0.8936573634598265,1.689017024500017
0.4328498790681965,-2.1591582759474104,-748.5126351693461,249.84242991080978,789.109247691279,-3.229020458505314,1.9910325612873345,1.6679934806061945
3.875132125208217,-2.703927522596025,-1393.056563323395,-271.1832511818586,1419.2068011181286,-2.311994816035978,-2.7246193829741756,-0.778078096368439
4.210095801271224,-2.539072530580532,-1961.1039541635037,-177.11362863959292,1969.0858174507305,-5.201273048237309,-2.425529400692807,0.03454464973223455
5.170874144175713,4.388600461437822,-136.8858970186537,-731.5894093224555,744.2861093930081,-1.2556120825987913,-5.511028180974842,-0.4851108014108644
2.36355955575305,-2.4801437677250626,-1186.9854468314613,-23.264337774756438,1187.2138309511822,-3.7453905614851983,-1.4302306875695587,1.0032462292050686
3.8239454439731775,-1.7303535555855383,-1115.3696973045871,-950.8750832886424,1465.6786775021694,-2.9165036389441115,-0.6698044641425714,-0.4684854451404746
5.42326368943385,4.627539913209952,-40.07466920969275,-628.0656977765213,629.3437056456312,-0.7355557334046285,-5.051466756638473,-1.2193094947460403
3.151668928001818,-2.4710363509296087,-1430.8481456396657,-85.50769897158615,1433.4011938267267,-4.645477537854234,-1.3391483182772177,0.6525725346085396
2.3488700841868035,-2.4854837953548805,-1274.7379726427316,-44.229525395261895,1275.5054487590367,-3.67641813665467,-1.4422253099980233,1.0055168000873418
3.508547168878372,-2.597579644165511,-1504.0578439834437,-137.29336050916248,1510.3113801094207,-3.0231044014431534,-2.4159951057808717,-0.11215664884804469
2.5020286695364247,-3.2140661125738337,-1418.85215446147,-838.5323459378388,1648.1137495342887,-1.4368340228312488,-2.0505648241304764,0.863823680737149
4.965702992712677,4.396756441927844,-119.89988461564998,-755.050289005595,764.5115573085072,-1.2784289763097836,-5.680081234815547,-0.44694032591901023
3.239871665419177,-1.8209970134775608,-1114.9080058120312,-926.6950019112406,1449.7532507261483,-3.38501698735245,0.09440476487000554,-0.5349343315929013
4.023054672135558,-3.522463378626044,-1410.7911990111222,-901.2246507471745,1674.0784564415155,-1.9854011111202108,-3.4309032829391075,0.3140895970218596
4.817224438132511,-2.740605959215846,-1049.0361957050327,-119.13342823396783,1055.7796709645745,-2.936611236187392,-3.265753131721825,-0.6519801853661706
3.9137608011499827,-2.6330599025751433,-1554.062460841246,-161.10524122366334,1562.3911261094913,-2.948340268631035,-2.6105905151727313,-0.4571575086160457
0.07612726540504341,-1.607359321062781,-354.4098316953714,371.1558840588288,513.190041869318,-2.411502765199543,3.08122599924718,0.4482397875983375
5.092565434931802,-4.6864833546242854,-341.6769198974904,-599.6757084401055,690.1848106730389,0.01267046409040578,-4.6889069717868415,-0.3766103249430566
4.45197756228947,4.815016746342087,-154.9057177541596,-662.4997833258175,680.3695645012983,-1.1104460510136334,-4.8420135670652975,-1.0830825376548667
5.456616325705391,-1.9400912093634795,-1339.5386621365922,-1016.4473128111554,1681.5260827830502,-3.8799669283538183,-1.73071040881123,-0.3274466664234386
0.14777318933243663,3.8061801196843112,-457.5744197719189,-610.3757170803676,762.8458990064646,-1.6300802261323892,-3.706327904373602,0.6889199185438035
5.317805879821966,-1.3872607644157071,-897.2444601599249,-825.0617551062169,1218.9239192938276,-2.2751811732066,0.022441934290133803,-0.9890479465941089
0.5709191589622158,4.52381670364696,-620.1392265888013,-547.4813116526032,827.2299843229885,-1.486191299496232,-3.5741156654518034,0.4569287954458688
5.95197527900785,4.7425653660964775,-403.72403608585586,-707.4966690585356,814.5831044420062,-0.04403475528130925,-4.994276029180718,-0.8468766748272747
0.6422816259707846,-2.3390904957320724,-844.2126337278593,174.5186958335651,862.0630755003818,-3.069813990295366,0.9932238259772712,1.745649534973346
5.1193869968937715,-4.4399119829223785,-601.521111156508,-561.4085398973514,822.8050776682385,-0.2149158538953097,-3.758927710824899,-0.40145919715176137
1.7678492605667355,-2.466698255069539,-1026.8118874756415,-159.19690940143892,1039.0800297495182,-2.9243996933996357,-0.9328251647635923,1.2064085462524792
1.3665091605704967,4.900321896334523,-295.8818037166319,-404.3546919527416,501.0486589891285,-1.4726182667915393,-3.0326988946847058,-0.26560277694372286
0.0641250810147278,-2.2718115843930273,-532.5343517367947,326.44237562011017,624.6266567960652,-4.108991192273274,3.6378134335514605,1.8873262787082523
3.6921559645305058,-2.6152561090287674,-1520.278616257333,-194.45052600159647,1532.6640460686776,-3.012882301791691,-2.5395595365142043,-0.297821105266049
6.819558351465356,-2.708965504327967,-1705.1072912560098,-358.21622593562637,1742.3291133474097,-4.378267719268769,-3.349622065922431,0.7084293389057594
0.44307005097495183,-2.1149319468497674,-727.5414835024161,244.7263345274597,767.5992372508863,-3.1922384588732915,1.9817706818748413,1.585393454440422
5.760933134896525,4.521135156114808,-426.36742961255777,-796.077631998325,903.0668752658798,-0.7530538696535045,-4.592147455957168,-1.0384479467877152
3.8896316463286764,-1.6857433379122204,-1040.456686653839,-902.6117397004797,1377.4102763693218,-3.048275733593686,-0.7207754669460801,-0.4872078276121085
5.900990995021198,-4.870964359699311,-502.84772538413597,-638.8774512561781,813.032122764894,0.6097509786322599,-4.731650415662667,-0.3256579859569084
