x_i_IGM,y_i_IGM,u_x_i_IGM,u_y_i_IGM,gamma_i_IGM,E_x_i_IGM,E_y_i_IGM,B_z_i_IGM
0.01948063443620883,-2.0923255689260687,-1155.1389946119164,-322.96811401855086,1199.4396606523098,-2.782894181421837,3.1569713047621146,1.515086033161988
1.0194782839351286,-3.508354071144289,-1254.4474282017245,-624.9240636394205,1401.4882930076612,-2.75758456655305,-1.7362129722343864,1.3293820080750294
1.259940135325649,-4.97885352803188,-356.3418026483203,-372.1838939790532,515.2682129261086,-1.3657956118661316,-2.6563782848993642,0.062047671356786835
5.550114095416567,-1.9354692806844396,-1351.689835626309,-1011.4847003788127,1688.2439725454067,-3.913827983664704,-1.6901948462231082,-0.37739715819256614
7.970346446645433,4.855579885923901,-423.66481794538856,-595.1345215944307,730.5326664551908,0.4348653304453534,-3.7496258358556207,1.1161147095680828
1.3854966599701521,-4.541462909591109,-304.3576841667391,-338.8914781591209,455.50195815189903,-1.441396088033828,-3.481771169110729,0.7791040401828639
3.8126820146817,-1.7023923784249613,-1069.6719549755721,-921.0449680096482,1411.5675415498747,-2.869181406752525,-0.7409286539070989,-0.40030143948761243
1.2951521893786806,-4.87183111498666,-295.8172196486896,-366.55385907016245,471.03137797805954,-1.3786171570728267,-2.8420545434842337,0.33866953728963367
3.645724989858856,-2.1254002214316343,-1021.4817457615853,-351.98249063786085,1080.4247454773367,-3.427694731833384,-1.4560358091438945,0.2094732526705998
0.8778078237942649,-2.5113887210179544,-871.014770484144,89.36397264311954,875.5876027035254,-2.5897046642984116,0.03798554495994716,1.5559040559165809
1.607906790988917,-2.524581250186792,-1061.5256534902599,-12.5286355920204,1061.6000563902212,-2.2796486123031308,-0.841082807279354,1.2667376718318057
4.073483906693877,4.59946285953684,-492.9997531863595,-900.4696693041851,1026.5940687431423,-1.7712455057143233,-5.292591731122853,-1.6609934655346261
3.7114632130422676,-3.5060080119515873,-1388.821584176144,-885.8737813946387,1647.3004429174327,-1.9997326157652426,-3.241897039841606,0.3318935156174644
4.92293825624818,-4.530070300980031,-557.6062484687756,-589.7288806061939,811.6069744355677,-0.06764568908767223,-4.983581091315901,-0.22159352452092895
1.9280026177841074,-2.4434104080550076,-1055.5679335089171,-187.24816707726725,1072.0478246450023,-3.324197338511823,-1.3278343933059151,1.0883488338943832
1.4627578138931112,-2.4533106689560062,-972.4395684118632,-116.9033822938176,979.4417364012957,-2.632146536259768,-0.5748296231297796,1.4302894504944437
2.93716640076063,3.1409735372721093,-302.21595891208506,-800.3252527503139,855.485824552929,-2.9348528148383717,-3.911768132397479,-1.3333035174961294
8.44577304306656,4.5259165848716405,-387.8779609156438,-618.6650796524012,730.2032548170337,-0.3532320046051982,-4.030040309499663,0.2665860418777394
0.21238134455618496,-2.043774034594256,-1061.1287188591923,-378.521989898784,1126.6206348299704,-3.065694751655794,2.6496830689589466,1.3820722701947927
1.436035551245667,-2.4872604538208987,-795.4290792550205,-90.74915284109873,800.5896757177591,-2.359549464249612,-0.5537398913781767,1.4632927891883696
6.5904315690814625,-2.939245452075482,-1448.58467116249,-322.54364489184235,1484.0596188789227,-2.6422370708549163,-4.3423711725594965,0.5706076201781511
