x_e_IGM,y_e_IGM,u_x_e_IGM,u_y_e_IGM,gamma_e_IGM,E_x_e_IGM,E_y_e_IGM,B_z_e_IGM
3.327386641897286,3.3547742111984404,52384.679218679245,11590.298734042606,53651.557690231835,-2.045446949080998,-4.828798566594575,-0.3302961611884271
7.65558680576896,-4.38382275118048,36872.429930742976,89064.32263579068,96395.17444649273,0.14175278284948573,-4.458019329315207,1.1100631830610843
7.430102273688794,1.4075426461655425,80007.1098458821,71478.90723952421,107286.40084860502,-3.41327373701216,-0.5075774794760554,-0.6437953712787005
7.733623590488978,1.0859639850334741,91908.14852179626,71122.4617685987,116213.21927272448,-3.4631196120903,-0.9858205632278416,0.6045913706700469
4.628233398661239,3.74302783995933,43403.74636362912,28674.569177729318,52020.34329881563,-0.6824759790338479,-5.684205929970739,-0.39375362815516507
8.97275058629463,2.3080481491133957,130602.77692071795,96117.15697280875,162159.16010185293,-1.2532734354799013,-1.6350220098979307,-1.2319744510501058
9.228609007834255,4.453726592183722,24131.185406487704,57318.00381668213,62190.57542466924,-1.327670080766555,-4.522958415841906,2.061296683704207
2.2855135159558033,2.2376507526887215,25467.785643061237,2301.360342839419,25571.55384384199,-1.549958464441144,-3.2856733221322285,-1.4467034033368704
9.42622292178527,3.438027924260825,42939.75450641374,23813.27241236877,49100.86008469467,-1.344715486244978,-3.7644778473713654,0.9645944133139781
8.955529124725361,4.49635106355587,26307.53184015429,62467.10616362696,67780.71691106971,-1.000288273826075,-4.305095248013782,1.767217586886762
4.264275631594406,4.345482610441954,38814.13944919252,52474.367968214094,65269.416389645274,-0.9653016754952503,-7.228733303043733,0.9767862325839703
3.403553345211883,4.295352719898931,41123.0448480892,44392.08697232997,60512.49626595208,-2.108388371524194,-6.376135735575475,0.6656039145552296
9.903990401835332,1.605054164486181,95589.69060284161,123822.3420140694,156426.8561737279,-2.5527665855061885,-0.5846317957969633,-0.6527380326651725
8.618668735193687,0.9788103658975185,89611.31988884881,88390.04579856643,125868.93520441913,-4.074218292147506,-1.1023515655694287,-0.57183039406103
4.9711762796478,3.7293586737656557,32912.286582812936,19360.07647798497,38184.174344126324,-0.49528910115222213,-5.657622172868754,-0.6140262086123462
8.859355492390286,2.4342479946371434,129313.02607426386,98993.88159744437,162854.6815636937,-1.1546669998403254,-1.9073074815948872,-1.3794447164477597
7.249983804970403,3.3280429438514525,64272.89603090074,16502.61780244537,66357.67897939593,-1.5108501526148295,-4.038185629567249,0.17146435293795867
4.766107086047358,1.707373706983594,115469.95182569172,17129.88274510505,116733.63978943092,-2.0283310654913578,-1.3491799365280908,-1.4970801956948965
6.798819574511506,3.360867932465986,126498.20747284207,71367.08167777561,145241.374415297,-1.5567433516403852,-4.152002511433169,-0.13294873157879977
4.726627199238334,1.671308985575494,115863.83165403373,17346.44401278727,117155.13905263836,-2.1189911870150686,-1.2362241339026705,-1.3270496076504648
6.931513525496136,-4.285245053584146,47818.09969662368,96819.54960349057,107984.23887317545,-0.21392810682900246,-3.462232588257827,0.11039977394598335
3.6333171292751323,2.527344819977641,15807.888425185261,1206.9469804083512,15853.897264604151,-1.2477631009244767,-2.8466602245875543,-0.9482901694708338
7.74669281369626,-4.428470907742552,34812.915686686945,88955.6187655242,95525.08157319551,0.3339934060405044,-4.994213110330189,1.3972871015650417
6.146643197092271,-4.045872842794958,51121.82064671907,106570.19635095494,118197.49277170139,-0.4270438677491383,-4.581648099278491,0.3401493027555407
8.732377556036415,4.739095695123576,5091.073069891486,60199.06727226989,60413.96135376532,-0.29371215466046385,-4.333415047927119,0.47087646800863825
5.551946971684458,3.1630812076841943,40446.32704412732,2204.070432871545,40506.336526938154,-2.097215137756469,-3.785885696564266,-1.7070997814558277
4.237315358810996,3.9981887220866517,56346.67866783212,49688.03179218569,75125.5529182793,-2.187239801797138,-6.760549769966667,1.686460916165689
7.416590577269473,-4.4134439520986275,40912.43006490213,89154.88399111807,98093.93597101315,0.2233699225442925,-4.728754466963087,1.089091251944347
9.43502524780397,4.801104440345054,43182.34837272331,65159.51061370206,78169.54032998014,-0.3252368071695938,-4.01856244711279,0.8355725847861613
7.554880669521825,3.573175134478691,51907.690107060575,32691.946323056833,61344.695350456044,-1.391564864695982,-4.03278696356622,1.537151719542168
2.1584087340983062,4.895138808219949,32712.2338343969,57637.25796466414,66273.25063041272,-1.8970672884995659,-4.709181649947911,-0.948155764229766
9.099885223886,4.626980929060275,23520.038155130755,73848.27928132909,77503.29379214787,-0.38540620976398554,-4.041063988360468,0.7162893043070959
