x_e_IGM,y_e_IGM,u_x_e_IGM,u_y_e_IGM,gamma_e_IGM,E_x_e_IGM,E_y_e_IGM,B_z_e_IGM
2.176317954717232,-1.1298895845617476,78553.49800834569,-23204.816133429485,81909.19082821804,-3.6765317046809485,-0.5415125795057181,0.03554077237159936
8.721790371315363,-4.604360078477706,36744.78367982011,88251.52676827216,95595.56007267196,0.3927624881332313,-4.340179181476328,1.2329801230118134
7.012190043115853,-4.244877706156332,42803.95332788412,94983.58757069193,104182.82166122679,-0.2867649128967472,-3.2436040897982066,-0.1162955496818097
7.783546734110686,-4.217930441863927,30632.779184249695,89653.43125799001,94742.30785600562,-0.30755766001655205,-2.870550390824444,0.3433612123746155
3.549067847351287,4.8174894650982765,34671.556371479346,49500.43337059967,60435.16961255133,-1.882185141423966,-5.362609645801925,-1.6648882793997202
2.0347705130718157,-0.9993123116894733,80684.10779478529,-16466.84434336279,82347.32669776883,-3.4457547356487597,-1.3155244870535707,0.9629009123727563
3.718744697044914,1.1364642348532836,121495.79382572991,66598.19586127785,138551.60630725793,-6.5587507655780675,-1.5660402274819838,0.9853732564723258
8.688082583186109,4.101673333503506,39073.73953976304,55372.263069941575,67770.52928897677,-1.401424292001165,-5.265521158455762,2.833344150286722
7.660236966709117,-4.391493058445879,37049.12042184693,89138.09374687447,96531.0161650601,0.16056584172604135,-4.546249227372941,1.1584975381975973
8.267734955928235,4.353267693040315,46383.065464505984,69802.20870401755,83807.73891976726,-1.5221319675903295,-5.214447359795681,1.8981726741762335
8.60695667202551,3.679965042959386,1366.2048403191777,46608.315199931414,46628.33433055344,-0.5626627995151431,-3.797050851259788,1.0078832815183856
3.305102498360318,-4.68790436667941,46581.51237866631,76178.30289506896,89291.49527506364,-0.9703568027322934,-4.3610254794248995,-0.6370262876549595
4.0966625023061685,-4.933084257466773,47460.858719269956,67434.08956127461,82461.44278587725,-0.44220091897062186,-4.202013523510721,-0.6557183654945908
1.45005168236394,-0.3123744082671373,61730.05963119243,-12374.641288382336,62958.17667377852,-1.8188114080430786,-1.0033265360097636,1.569575039388359
6.3624779811637575,-4.248040110880326,47859.40904950472,94229.39976659231,105686.8147686365,-0.43549417249367606,-3.03471300745815,-0.27868034845592915
8.50543654771036,3.455339464799486,53398.58629877583,28317.88036693771,60442.628733237645,-1.5642681668664526,-4.169911813240339,1.645238545628548
5.155054321830487,2.715617517174642,6818.238634205345,930.1248770212688,6881.388766798762,-0.7719453517503984,-2.431461596123404,-1.775722229481607
3.905722115069941,4.970865572978998,30754.818772334445,49812.30016730442,58541.644379678735,-1.3999800601092156,-4.594922116869955,-1.0738483260892628
6.033010576780938,3.371012472245599,110936.9446043089,43777.92685273778,119262.36857728072,-1.8951871187869749,-4.336212003409128,-0.21203791416921897
6.8935621070821975,4.595671560457909,36479.16511029961,58679.63531535252,69094.34918202259,-0.4527594782502487,-4.393999341879068,0.21904279117378941
5.074295636976161,4.437865570429095,40051.06714970051,53824.249280876735,67090.51938597418,-1.8431754891466645,-6.075058607967121,0.33955850127029874
3.4846628608163233,1.13534633459909,118038.98881942296,66276.37422084727,135372.6732482359,-6.981566502014607,-1.543798394481143,0.9320298674921405
8.635999712585393,-4.387768076078888,26921.65080212452,90205.22413796894,94136.9095769175,-0.0008046984539352292,-4.540149576032276,1.2555300376625984
6.404160145898771,3.74770807321409,118899.60039627744,70925.59455056762,138446.939069616,-0.44817477258281346,-5.383393257896472,0.39517860200816857
2.1123020246997477,2.1839360571137347,26853.513667279494,1978.4993866015086,26926.300471872273,-2.5914418463460356,-2.538334106651417,-1.4419203420531903
3.6190259212322946,1.436854009943739,70780.7331608649,8559.8631618793,71296.44763338253,-4.151397878120459,-0.7139142666023585,0.3745177742300458
5.582718768519722,-4.424983963792023,59570.249615449844,95463.24956165867,112524.87128239039,0.10912612195357958,-5.231236430937199,0.30711968092721637
1.529806254460374,3.3553206756786875,26031.51220680136,11163.458113711456,28324.237427147767,-2.721357778858584,-4.54252083169573,-2.4905552473348247
8.729680704387178,3.5763987740765004,59153.30664884288,29934.467240886206,66296.19911795645,-0.9615892447467366,-3.8031467660570697,1.343100692190233
5.217195089140441,3.4459348242262773,51816.727009335285,13550.07769358429,53559.10571006714,-2.4560837347185327,-4.838545077299465,-0.15724568978338344
5.481120273754979,1.2440343871412844,84033.16769865173,47541.79517090812,96549.44620525952,-2.48755675879584,-1.3954627899841985,-1.9036883210930986
9.229234146400406,1.1665494445515054,77379.64772493063,53864.41870496482,94281.41643748319,-3.8716634939385113,-1.6923031256378085,-0.7058447239882908
3.4477329886610293,-4.608815803922339,50589.57546325344,63428.185135952925,81132.23660292457,-0.8998844036414142,-4.22883852804904,-0.48629709520648023
4.795639955522535,-3.5252827585475233,1878.3036519472776,65663.30423966396,65690.16326117319,-0.9835574818749632,-3.000100994615768,-0.1401468666365451
4.423962340973811,3.3805683333717393,32236.87772692909,20767.452276489483,38347.14279626638,-3.075356024528464,-4.870109272835973,-0.4740349200669665
