x_e_jet,y_e_jet,u_x_e_jet,u_y_e_jet,gamma_e_jet,E_x_e_jet,E_y_e_jet,B_z_e_jet
4.176086120544029,2.627912073430875,18381.76216116698,10051.713492658582,20950.563841772964,-1.3089718113504287,-3.1051637312182137,-1.2346830180063528
4.551887798778985,1.8801353555973577,6863.282686367976,414.1775945762577,6875.768561611669,-2.019792372115547,-1.3125997521271753,-1.0500544760870656
3.7029870497358117,2.6704414925216855,29460.062226915597,6764.2158209645095,30226.64194194131,-1.6263747001857687,-2.7706799024432436,-0.7314394125472001
3.454507391624759,4.77973015228671,51741.52014986069,50709.998730774365,72447.83557632055,-1.9576470392274632,-5.063591313845232,-1.762676164640967
3.9083895956174732,1.7533092064095275,31935.645427391137,1950.9297706230127,31995.180525103337,-3.369819402625943,-1.716152280310666,-0.7161609526045287
4.928340683654467,1.1543403875388474,104675.11182659677,-15584.26903419719,105828.8641072972,-2.670510609560083,-1.7960375731278673,-1.2895328487162008
3.6452740588667503,1.7155216798583783,27816.97894854195,750.0951948545469,27827.090426865863,-3.9065975457187574,-1.5091302966568274,-0.5590050994574816
4.433773859228893,3.771701504504845,72442.9757149039,52962.107165815745,89738.33922506875,-0.9865008356390841,-5.607815645646647,0.09576313022042493
5.131459030202409,1.7454452765876987,81578.72663541253,-14000.422957657463,82771.37478288414,-1.4706184896006558,-1.547239514790327,-1.8429927483715645
4.523956380358223,3.5723576468182157,78228.83408180208,41308.2766106108,88465.38418690587,-2.1305006310290686,-4.90127679242081,-0.18000053926338222
5.131944122724545,1.5995017383837984,102369.82654103852,-9572.362888013431,102816.39712760865,-1.4220244232458636,-1.206977997872767,-1.1993965902561206
3.3480692203894287,3.683065527028956,43350.6647497892,18263.46590921676,47040.772976915876,-3.7728132908763645,-5.190569468981689,0.7080600711127849
3.43421867063876,1.923119824342965,18946.189833438504,486.86525741515436,18952.444380173405,-2.6849432546931644,-1.2808124003698589,-0.9483438039141461
4.938342817016349,1.3759939410661075,90081.63674815181,-14436.389815984989,91231.08368941506,-2.542705729884265,-0.31448868708146516,-1.4248911825046042
3.484932838434825,1.8804078739460952,20249.194702193447,-179.70839884993447,20249.992152985054,-2.952580725651939,-1.11873698326599,-0.7722756526844853
3.733547352880018,3.1372375280736584,50536.03478399089,8262.67498719845,51207.05625822297,-2.8594351212701934,-4.551512254819895,-1.1557360460306816
4.9318213416078125,1.253891831587967,94082.74857442683,-14608.247977842175,95210.107075357,-2.4727862211617704,-0.9162584243422507,-1.865973553083816
3.6365247493683,3.1809410150045867,53305.22735889699,9493.294951084874,54143.973938121635,-3.3086041502136485,-4.56509366466616,-1.2274548298360943
3.979053507479761,1.7534832430177094,45890.18497149901,-2999.645738387543,45988.11751174666,-3.336003675402255,-1.6048212047184018,-0.6400986610980504
3.0122107624188246,2.2912879154047556,10186.270225931841,167.74535077496657,10187.651378920076,-1.9341905246072033,-2.3561801255885224,-1.0452307146503974
4.355454588424574,2.260294469177,66259.49412525583,2787.227158238289,66318.09103077705,-1.1833597879014803,-1.7691897297951316,-1.3402777414828417
4.42242479051032,1.3914733941458122,83147.02351293573,-7743.701512456739,83506.84063700835,-3.4305272580923822,-0.4974982201679045,-0.43934050490229903
4.440854116129618,1.3669207366313658,85550.27715970129,-6774.390257642057,85818.07668821613,-3.7231270745825396,-0.6041223176883864,-0.7524302325670219
3.094627262800063,2.2219824801899124,23666.266596130503,5071.20336984487,24203.49725179088,-2.202487949804093,-1.881448768090611,-0.9982339643038187
4.489565500323168,1.482268552548777,60654.96454390557,-11125.953314986244,61666.940592100844,-2.3511025348643217,-0.6027441324423154,0.041930676940775354
4.645582101855763,1.3473640067444712,63126.36312718664,-16341.996877260732,65207.35069454845,-3.24708423835543,-0.5169055481222237,-1.3296831300643144
4.58496427445573,1.4942126078100344,74741.68046517056,-10650.195758906366,75496.65866421298,-2.16059423589387,-0.7124421808351181,-0.16837649916361433
4.0551530677117995,1.7031102801098044,61657.26375820741,-4318.5482961052885,61808.31687188182,-3.392010308585321,-1.408607381701204,-0.5484052005774569
4.599913808131593,1.227665125596802,69695.12281899183,-14403.110408590215,71167.82795053111,-3.0962632361644746,-1.1664809483446117,-1.28445634143651
4.194599607587048,1.7647077875760404,95669.01374633293,1869.8480067794262,95687.285068417,-2.8648277536655975,-1.6507491087810038,-0.875299667865383
3.3695262776628665,2.1992017254451324,20672.930712402776,-2787.636214571482,20860.033099316897,-2.1368179228586386,-1.856007153109866,-0.9615567559694468
3.8660319250678423,1.5312451595018668,50749.089894405144,2361.902216020433,50804.02255912869,-3.3438122803063672,-0.9153488594702063,0.541920484930115
4.531638085545993,1.7588980809059442,73371.38389558361,-7458.5871963259515,73749.51185410182,-2.530097803613661,-1.6787355107397064,-1.2905236431833402
4.581649923683732,1.3388812041904232,76058.9537093998,-12652.192198576033,77104.10110881475,-3.4103669484861614,-0.5873845903865259,-1.216091276152881
2.982637750344228,2.0041256222214403,23742.468755587954,2613.0865843554743,23885.83356526225,-2.333055023579548,-1.659358383648234,-1.39483513113209
