x_i_IGM,y_i_IGM,u_x_i_IGM,u_y_i_IGM,gamma_i_IGM,E_x_i_IGM,E_y_i_IGM,B_z_i_IGM
5.054425335090491,-3.6431909322307336,-173.25543265063155,-58.852063076744656,182.98090138412442,1.6767908381531216,1.5024923451596712,-2.3369484557771587
1.060503969712404,-4.292356910037083,-188.76213566149676,71.13857281355264,201.72466483164231,-3.6364019979789433,1.1783264377015323,0.37937359553290373
4.622357193264816,-2.478031165250952,-224.19403595270467,2.2162136746409895,224.20721968708835,0.21203947881654595,1.5309502607654166,-2.0645952674525185
0.4134515807615838,1.6342832637528566,-50.49657859044372,245.0847367819561,250.23475508574256,-3.202367570534385,1.3657086482009413,-1.1869824597580831
0.4787584932059659,1.1056895660185189,-489.12911828613323,-68.9643213599276,493.967986792672,-2.9663391712715605,0.14045721157062918,-1.3923931435063321
3.4066033773624973,0.5435395521355952,-402.19488577242953,-29.284093859994655,403.26081423155733,-6.287784844317159,1.0939131497697185,1.4773329405655307
4.744265169430255,-4.064149025007756,-134.43550944652907,-38.509411642276106,139.84591872908584,1.9530938570815222,1.8890240315523512,-1.7912480957770214
3.0081582024049434,0.6567467440750073,-397.7446666967731,-6.26277726669219,397.7952265485589,-4.9398491598112795,-1.288651394934732,3.1097130373356254
0.6212399538022831,-2.113795511777497,-246.63653558678672,51.222792787534324,251.90147912866047,-2.920706791010489,0.09700300834648698,-0.30600764397445923
4.238145075744632,4.98505066028492,49.43565229178411,47.47486201426538,68.54740141528136,1.657090751889431,1.0777970287646044,-0.9309761683132989
9.010092306450693,-0.08486327695220325,855.4973119063429,-72.06140161784971,858.5275163220499,-2.599038117967293,-2.7891498377355997,-0.4430486346505159
4.306582050931998,-0.2554289433182292,50.28031364178735,47.73406436500082,69.33722550490862,8.504333911850878,3.3006874167610527,-0.8821538740687032
3.703145337038575,-1.31589560867232,-176.00079563396548,-69.43484232736147,189.2048556269485,3.9230704747928256,1.426065844553528,0.148559707259649
0.5026261505353216,1.158159582357685,-100.80063332684692,180.68204444787617,206.90038391689305,-2.968820981820335,0.03489131107896981,-1.4450255787287511
4.219001162537546,0.9569550167300328,-45.09608620789007,46.539001084437366,64.81153919794464,1.0084565336005058,2.9183886061637403,-1.3255049805475136
3.247204101405667,0.032025479700876575,-4.282703374612781,75.34238272900645,75.47063126461185,1.1850225279141247,2.3585352847511567,1.6283303529812863
7.426928746784037,-3.159624848266453,-150.29507368395667,-44.89963554873675,156.86167934226427,-2.0389980378293227,-0.6907425580989821,-0.0382573911542391
1.924390239911245,-1.6510246728066913,-248.87240715531624,66.65437343920605,257.64564918091406,-0.7528498581645429,-0.3600975679865621,0.5679470035736792
0.6840354903562759,4.705809762060985,-172.80157349362733,64.25496022580283,184.3639978832445,-2.398143618833903,5.05494888611196,2.2091779844653683
5.145390878597015,-0.6462291690815742,28.805583058672855,-60.46326853559954,66.98185170147299,6.698466519574943,0.8507017072484339,-1.8931715304594166
0.488895588926154,-2.28611396424474,-240.72868034098565,78.47702383443377,253.1994091790554,-3.174636291732406,1.2281948566940915,0.39952954246384276
0.9415776030279454,-1.672173522121504,-272.85958484712165,93.24234472402073,288.3530611812136,-1.7554591613724593,-0.8728897501705348,-0.5670238719655125
1.0599264263549626,-2.450380117622071,-266.01936734674365,52.034623923288294,271.0625497747702,-3.007110798210949,-1.4537584612787173,0.437000756750892
2.594000771673882,-2.67596227875268,-270.1678721715377,48.43104220614188,274.4763104584245,-3.967334110061315,-0.3225717602383853,0.4211586683521111
4.672858065756933,0.6388695622819099,-318.78718174015006,-29.211721205897444,320.12433818383533,0.185827492649329,3.0777277198637782,-2.6644663340920656
0.4368533200765351,1.0353843848516215,-108.44961936424582,185.73654906791123,215.08227635002007,-5.579313430969572,0.22827590382918475,-1.27150846418192
0.3393116017331671,2.5430328277072736,-205.23386473312544,-70.62163633258662,217.04689528207248,-2.1205098813322394,1.76958674834841,-3.025642451144865
2.42355440432139,3.973036088798546,-173.88465226147147,27.507701699216433,176.04983937756356,-0.4575347672008374,-3.459989716919404,-0.49214261586204416
2.351704672599418,-0.6299305825144467,-127.50149643609019,98.94133428952216,161.39088953355855,-6.5678081241670645,-3.112957386667706,3.672304487421085
4.323556075798452,4.26977201664917,106.14124832418439,30.36290187591419,110.40321737224224,0.5387828181137294,2.653860951723015,-0.3978085080760564
5.159728513156656,-2.3099087301000156,-204.9200232195288,6.897914058878539,205.0385259765976,0.17159446750573473,1.3982897882977783,-2.269496180662726
