x_i_jet,y_i_jet,u_x_i_jet,u_y_i_jet,gamma_i_jet,E_x_i_jet,E_y_i_jet,B_z_i_jet
5.285124872524041,0.7071376762530837,101.36906271243686,213.9133337687463,236.71840071962512,0.7173157755099353,0.47472643121918073,-1.8855900532250787
5.261186009304365,2.779996039193038,136.8204178083873,323.00499889084324,350.78919030913033,3.889685296631254,0.07174247982630724,-2.955556249118053
6.946189699752694,0.6423443222569992,416.43661820786093,137.0879146351306,438.4216615581495,-2.6310647361310706,0.8589128676617975,-0.14879489401082766
4.180313150890216,2.7359295148109375,-82.68658459178799,120.11196530679882,145.82508522650195,0.6077770067784878,4.4602997513431335,-2.2136413999102813
6.647528413698969,1.4206927193472116,200.31222612483708,165.14930806970258,259.6156426161362,1.9747676907216434,1.1578780312049914,-0.7877043998246637
4.199422402396345,3.129320551530378,-67.68255654216384,297.7001225821201,305.29869217782857,0.9100136710025106,4.66667661011238,-3.065843318179724
6.4520902080708735,1.6293794541241453,340.6162959644774,270.680955814215,435.07314432984424,3.0352750992078317,-0.47627853071448306,-0.8176005985275381
0.9318742219085122,-1.2470979200674313,-92.8882106909244,75.59041299713499,119.76280817699207,1.290227140052277,-1.0180095711710933,1.7183319390927823
4.901225506265497,0.5331031288042952,44.89707405877551,162.84427518964594,168.92307486273245,-0.12112216924581415,2.291890583354841,-2.7366829880627326
1.045261724930512,1.5290101557099067,-218.87714639913955,-9.00728309142951,219.06468534320985,-5.85120727833141,-3.8734741723566826,-0.4441423704430164
4.627539671535771,3.1798590237711597,-39.563487447511584,310.8408909517646,313.3501699803212,2.2706339265154316,4.413782545041576,-3.6158193984737816
4.522863832726569,3.166985370967056,-39.88281914963204,286.52425524725084,289.28841682361565,2.079794852860609,1.0204036048624683,-3.7549295117393062
5.881853449096044,2.301806227812816,296.4662237002507,326.4658554769339,440.99112982845065,3.866673862493017,-0.6767420209214777,-2.6888610953485754
2.1259205408849327,3.39900672851403,-211.28769607151588,142.8939516283204,255.07287571038606,-0.26114134440670844,-2.9338042180049477,-0.4564612130326054
5.774817977020549,2.3351971167821017,333.86883809147366,362.2265746756353,492.6230734037883,3.7321694493582944,-0.4248590144658387,-2.8718052176161772
3.4056545309026203,3.4785183603019436,-136.06100823188015,355.8229668230349,380.95089142804534,-1.115385361492475,-1.2246872797907906,-0.7423546813893335
0.3508565399139314,-4.579654910375553,12.854133671633184,343.35094318630775,343.5929262068347,-2.14778663353648,2.3508992407702594,0.4184253369213099
0.8718984412779602,2.978962152538944,-211.68285965302258,-15.655108864555416,212.2633164360774,-1.235730956805897,-2.3707869803350308,-2.6695851053043884
0.4063080523612127,-4.669477642587407,38.71726696858084,450.6583694410619,452.31956923042037,-2.29396207904652,2.302527744227829,0.3419064244786102
4.908033284128754,2.910989084049228,193.15199182757476,476.11962781226913,513.807932923435,3.7275561543971385,0.8778857312092906,-3.794797642729463
0.6023771270431691,4.002993430641118,-160.28420175525815,156.8146296227562,224.2383851976341,-2.5196179234527043,2.0987332593719588,-0.6046627620256976
1.1554896328470228,4.102844885005234,-151.32228460637518,119.65688831623433,192.91761127490818,-2.5450829944150106,-8.447962899225626,-0.6630071340930628
3.691781657807564,3.3170375793439963,-42.17744840813695,434.6235159008445,436.66639180068876,-3.913711680482173,4.448725469783749,-1.2177368808428182
0.5756761752043817,3.064033452213652,-203.8198539145598,31.793936702756124,206.28714758998282,-1.9922170947298925,-0.4444586060685539,-2.5951094336727105
1.3646922479795267,3.452620751845405,-192.7501138264792,94.9511638875301,214.8704956566101,-2.2781179987465308,-4.080307352072333,-1.4321228679910691
1.4667113214186187,-4.800192002615725,8.081778037697967,65.95316537268829,66.45400784698984,-3.29919440939876,1.2181062936048077,0.4416651603589027
3.9903531266907653,3.115379346849237,64.25440552220086,457.71196838377415,462.20111924438316,-0.21528860826329704,3.2029587813993885,-2.280773337896822
4.822135749121478,2.3319826078625585,368.6605983443032,486.27004167030634,610.2214271865755,2.4263091286610456,1.9503120088490244,-3.7396187836122583
0.012899978598242316,4.514647748465487,-33.41413099952145,387.13337020774566,388.5739961434124,-1.1438480251885783,6.987083582883597,0.7714835759615993
4.862864152008121,1.5622107202096673,454.8501012597249,404.71011848805335,608.8348664642951,3.216566571112353,2.9821761317907067,-2.0522551298679814
4.026100448070259,1.2221291169308934,168.20627955800256,166.0801458604806,236.38309442890244,-7.820123714674625,2.4299007151821406,0.08746102853532971
3.1191833281452737,2.6589533627384716,-0.49275115817890497,185.65285523481904,185.6562023217769,-2.915633269043046,-1.9595284662744525,-0.4447259287598526
2.5915594246975164,3.205673117388861,-73.67745733967075,187.99749915927023,201.921834901971,0.10751273424648852,-5.11947747983689,-0.9854592104905455
4.77460725049028,1.256064345026216,581.0086744476963,398.7380298589645,704.6730420835449,-3.996558617595671,2.391267339762609,-2.572727526195889
4.417898037995131,1.5824188735383458,325.68341942581554,419.54799868107295,531.1225968514099,2.7021037070745053,3.1981581051075825,-2.1534187514013423
4.119405117786997,1.1300943193219861,224.65220577851755,196.81917930904163,298.6760835839356,-4.934528859684237,3.677606680077846,0.1913098968542685
4.220228761063876,1.8700368904816738,232.8708426303284,387.6562490794585,452.22471935721774,2.64633077618241,4.505126888389259,-2.026362787193308
4.621347698286121,1.1495005881503575,616.5634439580208,428.4637260188655,750.8213135888891,-2.4328511928592116,1.1143748728882221,-3.2116278249602224
