x_e_IGM,y_e_IGM,u_x_e_IGM,u_y_e_IGM,gamma_e_IGM,E_x_e_IGM,E_y_e_IGM,B_z_e_IGM
3.5030197089288695,-2.9639131925150486,18109.56931024515,-11735.1059704581,21579.370096007304,-2.664856571532889,1.7036851793741326,-0.13596257350552865
3.1691961832041042,-2.5450512853140914,3433.2730217190383,-26419.571045801185,26641.71726608103,-2.9683011387135223,0.6447431816426976,0.6898900422763482
9.813384906300149,4.965301534324785,2382.845076344231,13344.707784214119,13555.780224831135,-0.2971692452596977,2.4597387154923926,1.680628778788981
7.02068567791735,0.9349423199401821,40674.02943485714,-7777.276820648526,41410.90081382705,-1.5934266328215005,1.5007093476449587,0.8722995354161142
3.1159089807232503,-4.617170340359397,12143.69268021234,-11004.474475684014,16388.036227608958,-1.8072190231082628,0.6291074828880581,-0.14678711781242176
7.271320321106873,0.9727136589403048,52183.61450992523,-5929.183947226973,52519.37591594681,-1.517457134133967,1.8643395731634178,1.4253166386690619
8.917367406160915,1.26512808484506,32142.381657640977,7542.584414343735,33015.500590979325,-0.7186792546331241,-2.8903637704566245,0.8116340138101504
5.111817483595146,-2.2425895491026435,-5924.056813838246,-20893.53917633345,21717.14597838684,2.071904738764518,1.3487798349917313,-2.219720031041862
9.49588545011783,-3.820887388503882,3158.1608609794166,9815.92365694581,10311.466348818225,-1.9622699837964364,0.8722207197870523,1.6146346943180552
2.3370224214103836,-4.509280676250558,7958.746111556094,-17922.614934613426,19610.246473786032,-3.8011765446071344,1.1093697878947548,1.0190338814480389
3.084040186380582,1.1169079862499622,31321.41088617301,12602.885643472693,33761.8646914374,-7.060653755284242,-0.6342940107263773,2.6361261062961976
1.531644234043082,0.5735016084993108,15366.684891138582,-6909.299304598741,16848.543629170905,-7.27902144154849,-3.6348310476363475,2.7609511164401948
9.360321905396487,2.2151463036443486,20865.01198284357,17655.845892322177,27332.720688172183,-0.07822654886010068,-4.4143983601146655,-0.8978147287452654
2.6043474790046437,-1.9862339311371169,17206.743734418724,-1226.6694552499816,17250.413006487735,-1.8314294950023635,-1.3043610927441784,1.958611519154992
4.65290879364921,-3.499965408419503,-129.55300169014157,-22134.85668488394,22135.23583431173,1.5550155150028622,1.0504821476132156,-2.20635428479371
9.395325738137213,3.343739117371113,17516.907182628125,3079.95486500405,17785.616666713326,-1.5122213286330126,-4.243465503400896,-0.15110555460309621
7.938470199361011,0.8524076611056023,25196.762884910422,-7371.914701016266,26253.037676380598,-2.2442255518115157,-1.2208788154126868,1.178961954152021
8.50575377108451,4.774065832434638,-2413.48808231585,-332.6099524429782,2436.2994692657876,-2.399777509072795,0.22588924303223856,1.681293161729766
6.683613497007661,-0.18437845294365013,29835.52455833011,-20782.091840962166,36360.05869022911,1.9428359698379656,0.6558380553386114,-1.1605353430362786
9.817375230252699,1.8967923176454025,36903.8493550605,20655.25013407045,42291.05645786135,-2.5139943284097575,-2.6436932905053174,-1.7393472401300265
0.9521856697089824,-2.383092410744284,11048.40963726396,9626.140348452549,14653.666248447633,-3.458074230308325,-0.3849164632542769,0.5600240196287665
1.785044676712308,3.8065661984227184,7364.688316922433,948.4935366048253,7425.51513326819,-1.17764990420599,-1.8673744963454126,-0.9519636920799807
2.1927341096544506,3.0912230185882823,8179.480235956824,10445.51233739612,13266.975010193652,-1.0936527250596029,-2.8726219708916827,-0.7687093107059367
6.778070570422389,-1.095334336346515,5528.644230351799,-17228.182530644375,18093.539767966973,6.186801099145669,0.902232199306602,-1.1451605721593487
9.014834309267256,-3.838826253335055,-4243.932648453154,5351.98388603335,6830.42435292034,-1.0040524517057332,0.6496612574552961,1.3858166657629472
9.846836300823524,3.2557251556454947,17302.169158527522,17926.71756668152,24914.499017758088,-0.3792646089795144,-3.1934509848920323,-2.0812973648546627
1.8872553346479801,-2.671564193120794,4437.45643128244,-5039.132311855671,6714.452698166676,-4.16484235198018,-1.4512451404735187,1.2829310989061418
9.239046853206483,2.530431512018399,12529.74296727529,17324.977770426045,21381.0503617512,1.770426673830746,-4.89553322732276,-1.0723131798753773
9.991809890282092,1.9637910647048444,32822.01634003288,17667.572648344398,37275.030260348714,-2.1071817583337515,-3.16434935828832,-2.602645539709589
