x_e_jet,y_e_jet,u_x_e_jet,u_y_e_jet,gamma_e_jet,E_x_e_jet,E_y_e_jet,B_z_e_jet
2.558158383789498,-4.092883323783381,16981.562259935727,-16463.86926295701,23652.32438674504,-2.287301126140305,0.782891734655017,0.38015751947845133
2.4229348298109987,-3.8651573980162,594.3326358961252,-16764.73354327116,16775.265215756568,-3.1675143808868977,-0.2763305155594675,-0.09076392275173595
2.975633549516228,-4.616660064832438,17251.19526157459,-8445.193080459205,19207.42109496248,-2.4631557287733705,0.4123791254308289,0.5224691822780072
3.1469077678928334,-4.639693172803597,11855.749553873218,-11441.923202847556,16476.54105278248,-1.5394499161388153,0.6369911050354493,-0.2365559891475777
4.005208881822318,-1.1134272705326143,11075.605596603624,-36753.42929166848,38385.98188179107,4.967858589043777,2.6856656353414383,-0.2654642788245556
0.24226197085778559,-1.3843711863865387,5843.314993635846,-55110.65283751785,55419.56682699951,0.28296686259805237,0.9339422749788615,0.002852043821455111
3.0492807289462815,-3.8905624945417125,12097.93958416464,-28153.018566846706,30642.33342301648,-1.7642975702764085,0.5165938924764091,-1.0334203803346922
3.354062803511662,-1.8481526177767587,10527.454292648014,-17999.211528404954,20851.832306252105,-1.9530860862842507,1.8797774558503746,0.7045203700311665
2.8616633480172067,-3.1626283140011724,23438.124487330293,-15084.77106323746,27872.854150837837,-1.7934691858519642,-0.47430318483670075,-0.4415887127291707
3.4433152554087205,-3.5048088828675534,16407.892832606707,-28739.7271958845,33093.66808771989,-0.35889832280639233,1.7774376808251107,-0.9165540303244577
3.859010492814192,-3.03667174359296,21729.252177720497,-27006.925732278232,34663.15679091798,-0.6076582714375589,0.7399390806939996,-0.7375129002317677
4.115151869709483,-2.669186603046585,24102.467003837275,-27751.42340874849,36756.90979778766,-2.180400941801001,1.2676710130128657,-0.43046417800957454
4.288982227562999,1.0007981814788756,29748.12144246304,-21124.924856892292,36485.79422960223,-2.2828972357196955,3.5286064872941605,-0.951573174106978
0.4578282576558123,-1.4474264472497125,5767.385000317035,-37612.28945528981,38051.899411335384,0.1864260343213509,1.0319828953428134,0.43670567681506056
4.359317710892916,-2.072021452433063,28082.754121749156,-25208.87347369178,37737.625546332674,0.4442782110015875,1.8283895409992135,-0.5434864268977571
4.367893568134641,-1.5642730593414709,33859.8750373348,-23866.032208511697,41425.57943978148,3.498261331942194,2.0195882766221227,-0.9051926469051506
